M6	M7	A10	A1	C12	A8	C4	M10	C10	C7	A4	A9	M5	A15	M4	C6	C11	C9	M3	A5	A18	M9	A16	C3	A6	A7	M1	A17
0	0	265	216	138	0	211	0	0	0	0	0	72	22	0	0	37	89	0	0	0	0	0	22	0	0	0	0
0	0	0	4	19	0	4	86	107	11	24	65	0	0	76	0	46	5	18	0	0	0	0	9	15	0	691	0
35	129	130	35	0	180	29	0	0	20	0	50	55	23	0	0	34	41	217	170	0	37	18	4	0	7	8	11
178	221	0	13	17	14	9	185	0	42	7	30	31	47	0	21	0	12	43	79	124	60	7	7	49	4	0	97
0	0	160	125	106	0	83	58	0	215	0	0	0	116	0	0	0	59	0	234	0	0	218	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	15	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
0	11	0	0	0	3	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
0	0	0	0	10	0	0	0	0	3	0	0	0	0	4	0	0	4	0	0	0	0	0	6	0	0	0	0
0	0	0	1	0	0	21	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	25	0	0
0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	5	0	0	1	0	0	0	0	0
0	0	0	0	1	0	0	0	2	1	1	0	0	2	0	0	0	1	0	0	0	0	1	1	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0
0	0	0	0	0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	0	0	0	1	2	0	0	0
0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	4	2	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	1	0	2	1	0	0	0	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0
0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	3	0
0	0	1	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	180	0	0	0	0	0	0	0	0	0
23	0	1	0	0	19	0	6	6	0	3	0	1	3	1	9	1	42	2	8	4	27	10	2	3	1	0	11
0	0	40	5	0	0	7	0	0	0	9	0	0	7	0	0	0	9	6	49	5	0	8	6	31	12	0	0
0	2	0	1	0	0	0	2	0	0	0	0	3	0	1	0	0	0	1	1	1	0	0	0	0	0	4	0
0	3	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0	0	0	2	1	0	4	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	1	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	5	0	0	0	0	0
0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	8	0	0	0	0	1	0	0	1	0	0	0
1	0	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	6	1	1	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7	57	1	0	0	8	7	0	5	8	0	41	2	0	0	0	14	3	17	0	0	29	0	6	5	0	0
0	0	0	0	0	0	56	0	0	0	0	0	0	506	0	0	0	0	0	0	0	0	0	21	0	0	0	0
26	3	3	7	2	0	6	6	4	32	9	6	73	35	0	9	0	8	90	174	82	1	43	2	32	2	0	6
0	820	0	0	2	245	1	40	0	0	0	0	0	13	0	0	0	0	0	0	0	328	2	0	0	0	0	0
0	482	49	12	0	204	8	171	0	0	0	0	133	0	0	2	0	0	0	0	0	298	59	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	7	2	0	1
78	238	0	2	0	1065	0	3	0	0	1	0	2	3	0	0	3	0	41	0	0	199	1	35	16	0	0	194
0	0	0	0	408	0	0	0	1	67	0	0	0	20	522	0	0	370	0	0	0	0	0	382	0	719	0	0
0	142	0	0	20	190	0	0	233	0	117	0	193	0	492	0	144	207	0	0	0	0	0	279	57	58	0	68
11	164	156	6	7	6	35	115	10	14	68	0	43	27	14	25	14	169	75	207	10	27	7	15	38	101	0	117
59	167	0	84	34	0	23	49	114	80	21	272	33	75	0	27	8	25	197	165	0	63	26	122	24	25	0	184
3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0
0	0	0	0	1	0	1	0	1	0	1	0	0	3	2	0	3	4	0	0	0	0	0	2	0	0	0	0
0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	5	6	0
0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0
0	13	0	0	0	0	0	0	1	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	5	1	8	2	0	0	0	0
2	0	0	2	0	0	0	3	0	0	0	0	3	0	0	0	0	0	12	3	0	0	0	0	0	1	0	0
0	0	0	0	0	10	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	0	8	0	0	1	0	0
0	22	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	0	0	0	1	0	1	0	0	3	0	0	0	1	0	1	0	0	1	0	0	0	0	0
0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0
0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
0	0	0	1	0	0	0	0	2	1	0	0	0	1	1	0	1	0	0	2	0	0	0	0	1	0	0	0
0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2	0	0	0	0	2	1	0	0	1	0	0	1	1	0	0	0	0	1	2	0	0	0	0
0	0	0	0	1	0	0	0	6	0	0	0	0	1	0	0	1	2	0	0	0	0	1	1	0	0	0	0
0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0
0	0	1	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
0	0	0	4	2	0	0	0	2	2	1	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0
1	1	0	0	0	2	0	1	0	6	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0
0	0	0	0	0	0	1	1	0	0	0	0	3	1	0	0	0	0	2	2	6	0	1	0	0	0	0	0
0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	1	1	0	1	0	4	1	1	0	0	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0
2	1	0	1	0	1	1	0	0	2	0	0	0	2	0	0	0	0	4	0	0	0	1	0	0	1	0	0
0	1	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	8	1	0	0	0	2	0	0	0
0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	2	0	0
0	2	0	0	0	0	0	8	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	1	0	2	0	0	0	14	0	0	1	0	0	0	0	0	2	0	5	0	0	1	0	0	0	18	0	6
4	0	0	2	1	0	1	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
