Ro2020s021	Ro2020s035	Ro2020s001	Ro2020s003	Ro2020s022	Ro2020s028	Ro2020s012	Ro2020s002	Ro2020s008	Ro2020s026	Ro2020s024	Ro2020s037	Ro2020s016	Ro2020s004	Ro2020s019	Ro2020s029	Ro2020s031	Ro2020s027	Ro2020s009	Ro2020s039	Ro2020s010	Ro2020s030	Ro2020s013	Ro2020s020	Ro2020s007	Ro2020s017	Ro2020s014	Ro2020s023	Ro2020s015	Ro2020s033	Ro2020s025	Ro2020s038	Ro2020s011	Ro2020s018	Ro2020s006	Ro2020s005	Ro2020s036	Ro2020s032	Ro2020s034
133	0	0	0	0	28	114	0	55	19	35	0	91	0	96	53	0	73	120	2	104	0	149	161	35	70	44	10	103	0	34	0	107	136	44	91	0	0	0
0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	2	0	0	0	4	4	0	0	2	0	0	0	3	3	0	2	2	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
8	0	0	0	3	2	0	0	0	2	0	0	7	0	8	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	60	0	2	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	4	2	2	0	5	3	0	0	0	0	0	1	0	4	1	0	0	0	0	0	11	0	2	0	5	0	0	0	0	0	2	0	0	0	0
11	0	0	0	13	7	11	0	13	0	0	0	2	0	6	17	0	2	5	0	7	0	10	17	7	2	2	6	7	0	0	0	10	10	8	9	0	0	0
0	0	3	0	0	12	16	0	9	11	0	0	0	0	8	0	0	5	20	4	14	0	14	13	13	11	4	7	15	0	3	3	11	17	4	0	0	0	0
2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	2	0	0	0
0	0	45	9	3	0	0	8	8	2	0	0	0	7	0	0	2	4	15	0	7	5	1	0	2	4	2	0	1	2	3	0	15	12	3	2	0	0	0
0	0	0	0	0	0	0	0	0	0	24	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	13	56	2	0	3	0	16	0	37	0	15	53	0	34	0	0	4	0	8	14	0	2	0	3	0	0	12	0	0	57	36	41	0	0	0
5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	15	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	1	2	17	0	29	1	3	0	6	0	0	3	0	0	34	5	36	0	29	1	20	10	11	0	4	0	5	5	27	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	2	0	0	2	0	0	2	0	0	9	0	0	0	0	0	0	0
1	0	0	0	2	21	0	0	1	11	0	0	0	2	1	19	0	0	1	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0
0	0	3	0	0	0	12	0	0	4	0	0	0	0	0	0	0	0	19	0	17	0	10	0	7	0	3	0	10	0	0	0	10	0	0	0	0	0	0
2	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	5	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
0	0	2	3	3	0	15	0	11	0	0	0	2	0	40	4	0	0	3	6	12	0	5	6	9	13	9	10	21	7	0	8	7	18	1	2	0	0	0
0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	5	0	5	0	3	0	0	4	0	0	2	0	0	0	3	0	0	0	0	0	0
0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
3	0	0	7	0	0	3	2	2	0	13	0	8	9	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	22	0	0	0	2	3	0	0	0
7	0	0	0	46	0	0	0	0	0	21	0	2	0	0	4	0	0	2	8	0	0	2	9	0	0	0	15	0	0	11	21	3	13	0	2	0	0	0
0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	2	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0
2	0	25	11	4	0	4	7	2	0	0	0	5	13	0	0	4	0	7	2	2	0	5	0	3	0	3	0	2	3	0	2	0	0	0	3	0	2	0
2	0	55	18	4	42	2	13	6	9	3	0	16	19	6	17	0	11	7	0	1	0	4	20	6	2	0	2	2	0	7	0	5	4	11	12	0	0	0
18	0	9	0	0	0	0	4	0	2	0	0	0	0	30	14	0	0	0	0	0	0	0	32	0	0	0	3	0	0	0	0	0	16	6	8	0	0	0
4	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	0	0	4	0	0	0	3	0	0	0	0	0	0
0	0	7	4	0	14	175	7	280	13	0	0	8	6	6	19	413	23	280	154	183	546	246	6	258	150	53	0	160	338	0	250	240	9	0	0	0	221	3
1	0	17	0	0	0	0	10	17	0	0	0	5	11	15	0	0	53	5	0	3	0	7	0	14	0	0	0	1	0	0	0	1	6	8	57	2	0	0
0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	5	0	0	0	0	0
4	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0
0	0	0	0	0	6	0	0	0	3	8	0	0	0	0	0	0	0	10	0	7	0	20	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
0	0	3	0	10	40	0	2	0	7	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	6	4	0	0	0	0
5	0	0	0	5	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	13	0	9	31	0	2	3	0	0	0	1	9	2	0	0	0	0	0	0	0	0	1	3	10	0	0	0
6	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	1	0	6	1	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	3	14	0	0	0	0	1	0	1	0
0	3	0	0	2	3	0	0	0	2	0	3	0	0	0	0	136	0	0	0	0	214	0	5	0	0	0	0	0	161	0	0	0	0	0	0	3	124	7
2	0	0	0	0	5	2	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0
8	0	2	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	17	13	10	2	2	0	0	10	4	8	22	40	9	11	7	85	36	0	0	0	163	0	13	8	0	0	0	0	77	3	0	0	21	4	4	12	61	52
3	0	5	3	0	0	4	0	2	0	0	0	4	3	6	0	6	0	8	3	7	14	5	4	6	2	0	0	7	5	2	7	5	7	2	4	0	3	0
0	0	0	0	0	0	0	0	2	0	0	0	1	0	4	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	13	0	0	7	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0
0	0	7	0	12	54	61	4	37	29	5	0	13	5	24	17	3	12	57	38	92	5	85	10	23	49	23	4	73	0	0	61	79	25	0	5	0	0	0
0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	3	0	0	0
21	0	7	0	0	0	0	2	0	0	15	0	1	3	0	16	0	0	0	0	0	0	0	36	0	0	0	7	0	0	21	0	0	0	0	0	0	0	0
0	2	0	0	0	8	2	0	11	2	0	0	0	0	7	0	0	0	2	0	2	0	5	0	10	3	0	0	2	0	0	0	7	0	0	0	0	0	0
0	0	3	0	0	0	2	0	0	3	3	0	7	0	0	0	0	6	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0
4	0	4	0	12	23	0	0	3	3	9	0	0	0	15	0	2	5	0	0	0	3	0	22	0	3	0	4	0	0	6	0	0	4	0	6	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
8	0	0	0	4	3	7	0	14	8	0	0	4	0	11	17	0	0	13	0	11	0	11	11	10	6	3	0	10	0	2	2	16	6	0	5	0	0	0
3	0	4	0	0	2	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	12	5	0	4	64	3	107	4	0	0	3	6	7	0	39	6	89	18	80	50	99	0	73	51	13	0	52	19	4	26	115	6	0	0	0	21	5
0	0	4	2	0	0	3	0	11	0	0	0	0	0	3	3	0	0	13	2	11	0	14	0	7	6	0	0	10	2	0	2	1	2	0	0	0	2	0
0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	5	2	3	0	4	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	3	2	0	0	0	2	4	0	0	3	0	0	4	9	0	0	0	0	0	0
0	0	32	9	0	0	0	4	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0	0	6	0	0	0	7	0	8	0	0	0	0	2	0	0	2	4	10	2	5	0	10	6	0	6	2	0	4	2	0	6	6	0	0	0	0	0	0
15	0	2	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	8	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
185	0	52	6	16	39	0	9	3	30	19	0	63	21	70	67	4	66	6	0	4	16	0	177	0	3	4	11	3	9	16	0	5	51	44	59	0	6	0
0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
2	0	2	0	0	0	6	0	0	0	0	0	7	6	8	4	0	6	3	5	7	0	4	9	3	3	0	0	7	0	0	9	7	6	4	4	0	0	0
0	0	0	2	14	0	0	0	0	0	5	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
4	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	5	0	5	0	0	0	0	0	2	0	0	0	0	12	3	0	0	2	0	0	0
0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	3	0
7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	3	0	0	0	2	0	0	4	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
9	0	5	0	0	0	0	0	4	2	0	0	8	3	9	0	0	3	0	0	0	0	0	2	0	0	0	4	0	0	2	0	0	3	3	4	0	0	0
2	2	1	0	0	0	0	2	6	0	0	0	9	0	3	0	0	10	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	8	0	0	0	0	6
2	0	2	3	0	2	2	2	0	0	0	0	2	7	3	0	4	0	3	0	4	4	5	0	2	2	0	0	3	4	0	2	6	4	0	0	0	2	0
6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	0	7	0	507	0	0	0	2	0	0	0	0	0	0	0	739	0	3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
3	0	0	4	0	1	0	0	0	2	0	0	9	0	47	5	0	36	6	0	3	0	0	0	0	0	0	0	0	0	0	0	2	31	20	2	0	0	0
2	0	0	0	0	0	5	2	0	0	0	0	0	2	0	0	2	0	1	0	0	1	0	0	0	0	0	0	12	2	0	0	0	0	13	0	0	1	2
0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
5	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
2	0	19	5	0	0	3	2	2	0	0	0	1	7	5	0	0	10	10	0	7	0	3	3	0	4	5	0	3	3	0	0	16	0	8	7	0	0	0
0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	2	0	9	2	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	5	8	0	0	0
6	0	0	0	3	11	9	0	11	10	0	0	2	0	0	6	3	2	12	0	11	3	17	0	17	7	4	2	16	0	0	6	11	5	0	0	0	0	0
0	0	3	0	0	11	7	0	18	2	2	0	0	0	0	2	44	0	9	0	7	68	6	0	6	9	2	0	12	102	0	3	10	0	0	0	0	87	0
0	0	0	0	0	0	4	0	0	0	0	0	1	0	12	0	0	0	9	2	4	0	9	0	0	2	2	0	5	0	1	2	2	0	13	13	0	0	0
0	0	11	3	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0
4	0	0	2	0	3	0	0	4	0	0	0	0	4	2	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
11	0	0	0	14	25	109	0	115	8	6	0	3	0	5	56	0	7	175	4	157	0	157	14	116	97	37	4	136	0	7	3	152	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	0	0	0	10	5	0	0	0	3	0	0	34	0	16	8	0	29	0	0	0	0	0	31	0	0	0	22	0	0	0	0	0	16	14	16	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	3	0	3	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	2	0	3	0	0	0	2	5	0	2	4	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	3	0
7	0	2	1	1	3	0	0	0	0	0	0	0	4	1	3	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	3	5	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0
0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0
0	748	8	0	68	222	0	0	145	144	7	1219	4	0	6	18	112	3	0	0	0	170	0	0	132	0	0	36	0	217	8	0	0	33	6	5	1676	33	1898
4	0	0	0	0	18	2	0	0	9	0	0	1	0	6	19	0	2	4	0	0	0	6	11	2	3	3	0	10	0	0	0	4	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	4	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	2	4	0	0	34	2	5	6	0	30	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	12	21	17	0	0	0
68	0	27	9	27	65	5	10	20	44	29	0	148	15	295	19	0	105	17	0	4	0	7	90	10	11	2	6	7	1	22	0	15	219	168	254	0	0	3
61	0	35	8	10	26	6	11	2	23	30	0	33	21	41	18	0	32	4	0	7	0	5	77	0	8	5	10	6	0	48	0	4	54	18	52	0	0	0
0	0	0	0	3	0	3	0	6	2	0	0	0	0	0	2	0	0	8	0	6	0	0	0	3	4	2	0	4	0	0	7	5	4	0	0	0	0	0
40	0	0	0	3	26	0	0	0	9	0	0	40	0	18	37	0	39	0	0	0	0	0	66	0	0	0	10	0	0	0	0	0	37	18	29	0	0	0
2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6	3	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	2	0	0	2	2	0	1	2	0	0	2	0	2	0	0	0	2	0	3	0	1	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0
14	0	5	2	2	0	4	0	0	0	6	0	3	4	8	0	0	3	3	0	0	0	0	5	0	0	0	0	0	0	5	0	2	6	3	8	0	0	0
0	0	19	5	0	0	8	6	60	3	0	0	6	3	1	17	23	5	30	13	37	62	31	0	40	13	11	0	27	31	0	18	41	3	1	4	0	23	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0
0	0	0	0	39	47	0	0	0	0	0	0	0	3	19	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	4	0	0
0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
0	0	3	3	0	0	2	0	4	2	0	0	3	7	0	0	0	4	2	0	0	0	5	6	3	0	0	0	0	0	0	0	7	5	0	2	0	0	0
17	0	10	5	3	7	2	3	2	3	5	0	15	11	10	8	0	9	3	0	5	3	2	25	0	4	0	15	0	4	17	0	2	10	21	17	0	0	0
6	0	0	0	0	6	2	0	2	0	0	0	8	7	20	0	0	9	8	69	2	0	13	4	0	2	0	3	3	0	0	91	7	17	12	19	0	0	0
0	0	0	0	0	73	2	0	0	43	5	0	1	0	0	51	0	0	0	0	0	2	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
0	0	0	0	3	4	0	0	0	3	0	0	3	0	2	3	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0	0	0	0
2	0	0	0	0	5	0	0	0	0	39	0	5	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	16	0	0	5	4	7	0	0	0
5	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	3	0	0	0	0	0
6	0	0	0	0	0	9	0	8	0	0	0	3	0	0	2	0	0	3	0	3	0	3	4	6	6	0	0	12	0	0	2	9	0	0	0	0	0	0
4	0	2	2	9	8	0	0	3	0	0	0	11	2	4	7	3	17	8	0	8	2	2	9	5	2	4	3	3	3	11	0	9	13	2	6	0	6	2
9	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	2	3	0	0	0
89	0	74	30	16	26	37	9	80	10	24	2	196	61	244	54	7	219	44	0	32	4	39	126	44	12	8	30	34	13	61	0	67	271	286	366	8	6	3
155	0	0	0	26	17	3	0	6	16	12	0	62	0	72	35	0	54	16	0	7	0	5	179	7	5	0	18	10	0	4	0	7	103	78	125	2	0	0
13	35	0	0	12	58	0	0	54	50	0	52	0	0	0	0	31	2	0	0	0	50	0	24	43	0	0	5	0	79	3	0	0	3	0	0	53	62	102
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0
0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	11	0	2	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	6	0	0	0	0	0
43	0	2	0	9	26	0	0	0	21	42	0	0	0	3	32	0	0	0	0	0	0	3	66	0	0	0	17	2	0	9	0	2	0	0	0	0	0	0
0	0	0	0	0	2	4	0	9	2	0	0	3	0	0	0	0	0	19	0	10	0	10	0	8	10	0	0	8	0	0	0	17	0	0	0	0	0	0
0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
10	0	0	0	5	5	2	0	3	8	12	0	4	0	11	0	0	0	6	5	2	0	3	14	3	3	0	5	2	0	1	6	3	5	6	9	0	0	0
48	7	138	34	26	65	500	26	486	41	12	3	115	53	65	52	31	68	719	272	628	50	530	51	393	313	135	21	399	26	14	436	646	85	39	47	2	19	31
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6	0	3	9	0	0	0	4	0	0	2	0	6	6	0	4	2	0	2	0	4	4	0	0	0	0	2	0	0	0	2	3	3	3	0	2	0
0	0	5	0	3	0	9	3	24	0	0	0	0	3	2	0	39	2	25	20	18	45	24	0	14	13	7	0	16	54	2	32	14	9	0	0	0	35	0
3	0	0	0	7	59	3	0	0	22	0	0	2	0	10	65	0	5	0	0	2	0	0	1	0	2	0	0	3	0	0	0	0	1	3	7	0	0	0
0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0	0	3	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	4	6	0	0	0	0	0	0	7	0	0	0	0	0	0
0	0	3	0	0	0	0	0	3	0	0	0	0	5	0	0	2	0	3	0	2	0	0	0	2	0	0	0	3	0	0	0	4	0	0	0	0	0	0
